full_name,abbr_name,start_time,end_time,semester,year,prof,school,course
"Introductory Linguistics, Hnrs",ANTH 107,11:00,12:15 PM,Spring2023,2023,"Politzer-Ahles, Stephen",1,151
Becoming Human,ANTH 150,10:00,10:50 AM,Spring2023,2023,"Garnett, Justin; Raff, Jennifer; Fitzwater, Shawna",1,152
Becoming Human,ANTH 150,08:00,08:50 AM,Spring2023,2023,"Fitzwater, Shawna",1,152
Becoming Human,ANTH 150,09:00,09:50 AM,Spring2023,2023,"Fitzwater, Shawna",1,152
Becoming Human,ANTH 150,10:00,10:50 AM,Spring2023,2023,"Fitzwater, Shawna",1,152
Becoming Human,ANTH 150,11:00,11:50 AM,Spring2023,2023,"Fitzwater, Shawna",1,152
Becoming Human,ANTH 150,12:00,12:50 PM,Spring2023,2023,"Garnett, Justin",1,152
Becoming Human,ANTH 150,01:00,01:50 PM,Spring2023,2023,"Garnett, Justin",1,152
Becoming Human,ANTH 150,02:00,02:50 PM,Spring2023,2023,"Garnett, Justin",1,152
Becoming Human,ANTH 150,03:00,03:50 PM,Spring2023,2023,"Garnett, Justin",1,152
Becoming Human,ANTH 150,APPT,,Spring2023,2023,"Raff, Jennifer",1,152
Varieties of Human Experience,ANTH 160,11:00,11:50 AM,Spring2023,2023,"Homan, Joshua; Osarczuk, Christa; Cajas, Robert; Lohr, Mckenna",1,153
Varieties of Human Experience,ANTH 160,11:00,11:50 AM,Spring2023,2023,"Cajas, Robert",1,153
Varieties of Human Experience,ANTH 160,12:00,12:50 PM,Spring2023,2023,"Lohr, Mckenna",1,153
Varieties of Human Experience,ANTH 160,12:00,12:50 PM,Spring2023,2023,"Cajas, Robert",1,153
Varieties of Human Experience,ANTH 160,02:00,02:50 PM,Spring2023,2023,"Osarczuk, Christa",1,153
Varieties of Human Experience,ANTH 160,10:00,10:50 AM,Spring2023,2023,"Osarczuk, Christa",1,153
Varieties of Human Experience,ANTH 160,09:00,09:50 AM,Spring2023,2023,"Cajas, Robert",1,153
Varieties of Human Experience,ANTH 160,09:00,09:50 AM,Spring2023,2023,"Osarczuk, Christa",1,153
Varieties of Human Experience,ANTH 160,09:00,09:50 AM,Spring2023,2023,"Lohr, Mckenna",1,153
Varieties of Human Experience,ANTH 160,10:00,10:50 AM,Spring2023,2023,"Lohr, Mckenna",1,153
Archaeology's Greatest Hits,ANTH 210,11:00,12:15 PM,Spring2023,2023,"Graf, Kelly",1,154
"Myth,Legend&Flk Beliefs E Asia",ANTH 293,APPT,,Spring2023,2023,"Williams, Crispin",1,155
Anthropology Through Films,ANTH 301,APPT,,Spring2023,2023,"Dean, Bartholomew",1,156
Fundmntls of Biological Anthro,ANTH 304,APPT,,Spring2023,2023,"Childebayeva, Ainash",1,157
Becoming Human,ANTH 309,10:00,10:50 AM,Spring2023,2023,"Garnett, Justin; Raff, Jennifer; Fitzwater, Shawna",1,158
Becoming Human,ANTH 309,08:00,08:50 AM,Spring2023,2023,"Fitzwater, Shawna",1,158
Becoming Human,ANTH 309,09:00,09:50 AM,Spring2023,2023,"Fitzwater, Shawna",1,158
Becoming Human,ANTH 309,10:00,10:50 AM,Spring2023,2023,"Fitzwater, Shawna",1,158
Becoming Human,ANTH 309,11:00,11:50 AM,Spring2023,2023,"Fitzwater, Shawna",1,158
Becoming Human,ANTH 309,12:00,12:50 PM,Spring2023,2023,"Garnett, Justin",1,158
Becoming Human,ANTH 309,01:00,01:50 PM,Spring2023,2023,"Garnett, Justin",1,158
Becoming Human,ANTH 309,02:00,02:50 PM,Spring2023,2023,"Garnett, Justin",1,158
Becoming Human,ANTH 309,03:00,03:50 PM,Spring2023,2023,"Garnett, Justin",1,158
The Prehistory of Art,ANTH 315,02:30,05:00 PM,Spring2023,2023,"Sellet, Frederic",1,159
Prehistory of Europe & Asia,ANTH 317,12:30,01:45 PM,Spring2023,2023,"Goebel, Frank",1,160
Language in Cultur and Society,ANTH 320,02:00,02:50 PM,Spring2023,2023,"Duncan, Philip",1,161
Language in Cultur and Society,ANTH 320,10:00,10:50 AM,Spring2023,2023,"Finholt, Aron",1,161
Language in Cultur and Society,ANTH 320,01:00,01:50 PM,Spring2023,2023,"Finholt, Aron",1,161
Language in Cultur and Society,ANTH 320,11:00,11:50 AM,Spring2023,2023,"Finholt, Aron",1,161
Language in Cultur and Society,ANTH 320,02:00,02:50 PM,Spring2023,2023,"Finholt, Aron",1,161
Language in Cultur and Society,ANTH 320,APPT,,Spring2023,2023,"Duncan, Philip",1,161
Language in Cultur and Society,ANTH 320,APPT,,Spring2023,2023,"Wang, Xuan",1,161
Language in Cultur and Society,ANTH 320,APPT,,Spring2023,2023,"Wang, Xuan",1,161
Language in Cultur and Society,ANTH 320,APPT,,Spring2023,2023,"Wegner, Owen",1,161
Language in Cultur and Society,ANTH 320,APPT,,Spring2023,2023,"Wegner, Owen",1,161
Language in Cultur and Society,ANTH 320,01:00,02:15 PM,Spring2023,2023,"McKenzie, Andrew",1,161
Varieties of Human Experience,ANTH 360,11:00,11:50 AM,Spring2023,2023,"Homan, Joshua; Osarczuk, Christa; Cajas, Robert; Lohr, Mckenna",1,162
Varieties of Human Experience,ANTH 360,11:00,11:50 AM,Spring2023,2023,"Cajas, Robert",1,162
Varieties of Human Experience,ANTH 360,10:00,10:50 AM,Spring2023,2023,"Lohr, Mckenna",1,162
Varieties of Human Experience,ANTH 360,12:00,12:50 PM,Spring2023,2023,"Lohr, Mckenna",1,162
Varieties of Human Experience,ANTH 360,12:00,12:50 PM,Spring2023,2023,"Cajas, Robert",1,162
Varieties of Human Experience,ANTH 360,10:00,10:50 AM,Spring2023,2023,"Osarczuk, Christa",1,162
Varieties of Human Experience,ANTH 360,02:00,02:50 PM,Spring2023,2023,"Osarczuk, Christa",1,162
Varieties of Human Experience,ANTH 360,09:00,09:50 AM,Spring2023,2023,"Cajas, Robert",1,162
Varieties of Human Experience,ANTH 360,09:00,09:50 AM,Spring2023,2023,"Lohr, Mckenna",1,162
Varieties of Human Experience,ANTH 360,09:00,09:50 AM,Spring2023,2023,"Osarczuk, Christa",1,162
Anthr Gendr:Female Male&Beyond,ANTH 389,APPT,,Spring2023,2023,"Roselyn, Beth",1,163
Anthr Gendr:Female Male&Beyond,ANTH 389,APPT,,Spring2023,2023,"Roselyn, Beth",1,163
Anthr Gendr:Female Male&Beyond,ANTH 389,APPT,,Spring2023,2023,"Takeyama, Akiko",1,163
Topics in Anthropology:,ANTH 391,01:00,02:15 PM,Spring2023,2023,"Perelmutter, RB",1,164
Integrating Anthropology,ANTH 401,09:30,10:45 AM,Spring2023,2023,"Norman, Lauren",1,165
Archaeological Reserch Methods,ANTH 406,10:00,11:15 AM,Spring2023,2023,"Goebel, Frank",1,166
The Rise of Civilization,ANTH 415,11:00,12:15 PM,Spring2023,2023,"Hoopes, John",1,167
"Magic, Science, and Religion",ANTH 484,APPT,,Spring2023,2023,"Hannoum, Majid",1,168
Study Abroad Topics in:,ANTH 491,APPT,,Spring2023,2023,"Hoopes, John",1,169
Reading and Research,ANTH 496,APPT,,Spring2023,2023,"Graf, Kelly",1,170
Reading and Research,ANTH 496,APPT,,Spring2023,2023,"Dean, Bartholomew",1,170
Reading and Research,ANTH 496,APPT,,Spring2023,2023,"Goebel, Frank",1,170
Reading and Research,ANTH 496,APPT,,Spring2023,2023,"Hannoum, Majid",1,170
Reading and Research,ANTH 496,APPT,,Spring2023,2023,"Hoopes, John",1,170
Reading and Research,ANTH 496,APPT,,Spring2023,2023,"Mandel, Rolfe",1,170
Reading and Research,ANTH 496,APPT,,Spring2023,2023,"Metz, Brent",1,170
Reading and Research,ANTH 496,APPT,,Spring2023,2023,"Norman, Lauren",1,170
Reading and Research,ANTH 496,APPT,,Spring2023,2023,"Orourke, Dennis",1,170
Reading and Research,ANTH 496,APPT,,Spring2023,2023,"Raff, Jennifer",1,170
Reading and Research,ANTH 496,APPT,,Spring2023,2023,"Sellet, Frederic",1,170
Reading and Research,ANTH 496,APPT,,Spring2023,2023,"Childebayeva, Ainash",1,170
Field Experience,ANTH 497,APPT,,Spring2023,2023,"Graf, Kelly",1,171
Field Experience,ANTH 497,APPT,,Spring2023,2023,"Goebel, Frank",1,171
Field Experience,ANTH 497,APPT,,Spring2023,2023,"Dean, Bartholomew",1,171
Field Experience,ANTH 497,APPT,,Spring2023,2023,"Hannoum, Majid",1,171
Field Experience,ANTH 497,APPT,,Spring2023,2023,"Hoopes, John",1,171
Field Experience,ANTH 497,APPT,,Spring2023,2023,"Mandel, Rolfe",1,171
Field Experience,ANTH 497,APPT,,Spring2023,2023,"Metz, Brent",1,171
Field Experience,ANTH 497,APPT,,Spring2023,2023,"Orourke, Dennis",1,171
Field Experience,ANTH 497,APPT,,Spring2023,2023,"Raff, Jennifer",1,171
Field Experience,ANTH 497,APPT,,Spring2023,2023,"Norman, Lauren",1,171
Field Experience,ANTH 497,APPT,,Spring2023,2023,"Sellet, Frederic",1,171
Field Experience,ANTH 497,APPT,,Spring2023,2023,"Childebayeva, Ainash",1,171
Senior Honors Research,ANTH 499,APPT,,Spring2023,2023,"Dean, Bartholomew",1,172
Senior Honors Research,ANTH 499,APPT,,Spring2023,2023,"Hannoum, Majid",1,172
Senior Honors Research,ANTH 499,APPT,,Spring2023,2023,"Goebel, Frank",1,172
Senior Honors Research,ANTH 499,APPT,,Spring2023,2023,"Graf, Kelly",1,172
Senior Honors Research,ANTH 499,APPT,,Spring2023,2023,"Hoopes, John",1,172
Senior Honors Research,ANTH 499,APPT,,Spring2023,2023,"Mandel, Rolfe",1,172
Senior Honors Research,ANTH 499,APPT,,Spring2023,2023,"Metz, Brent",1,172
Senior Honors Research,ANTH 499,APPT,,Spring2023,2023,"Norman, Lauren",1,172
Senior Honors Research,ANTH 499,APPT,,Spring2023,2023,"Orourke, Dennis",1,172
Senior Honors Research,ANTH 499,APPT,,Spring2023,2023,"Raff, Jennifer",1,172
Senior Honors Research,ANTH 499,APPT,,Spring2023,2023,"Sellet, Frederic",1,172
Senior Honors Research,ANTH 499,APPT,,Spring2023,2023,"Childebayeva, Ainash",1,172
Topics in Archaeology:,ANTH 500,12:30,01:45 PM,Spring2023,2023,"Graf, Kelly",1,173
Tpc Sociocultural Anthropolgy:,ANTH 501,02:30,05:00 PM,Spring2023,2023,"Orr, Ronald",1,174
Tpc Anthropological Linguistc:,ANTH 502,05:30,06:45 PM,Spring2023,2023,"Snyder, Heaven",1,175
Tpc Anthropological Linguistc:,ANTH 502,APPT,,Spring2023,2023,"Snyder, Heaven",1,175
Tpc Anthropological Linguistc:,ANTH 502,APPT,,Spring2023,2023,"Snyder, Heaven",1,175
Tpc Anthropological Linguistc:,ANTH 502,APPT,,Spring2023,2023,"Tummons, Emily",1,175
Tpc Anthropological Linguistc:,ANTH 502,APPT,,Spring2023,2023,"Tummons, Emily",1,175
Topcs Biological Anthropology:,ANTH 503,11:00,12:15 PM,Spring2023,2023,"Childebayeva, Ainash",1,176
North American Archaeology,ANTH 504,12:30,01:45 PM,Spring2023,2023,"Sellet, Frederic",1,177
Pre-Hispnc Mexico&Centrl Amrca,ANTH 506,02:30,03:45 PM,Spring2023,2023,"Hoopes, John",1,178
Ethnobotany,ANTH 582,11:00,12:15 PM,Spring2023,2023,"Kindscher, Kelly",1,179
Spec Tpc in Anatmy,ANTM 380,APPT,,Spring2023,2023,"Enders, George",1,180
Elementary Arabic I,ARAB 110,APPT,,Spring2023,2023,"Fayed, Aya",1,181
Elementary Arabic II,ARAB 120,APPT,,Spring2023,2023,"Fayed, Aya",1,182
Elementary Arabic II,ARAB 120,11:00,11:50 AM,Spring2023,2023,"EL HAIMEUR, AMAL",1,182
Elementary Arabic II,ARAB 120,09:30,10:45 AM,Spring2023,2023,"Benbaba, Asmaa",1,182
Elementary Arabic II,ARAB 120,09:00,09:50 AM,Spring2023,2023,"Benbaba, Asmaa",1,182
Intermediate Arabic II,ARAB 220,12:30,01:45 PM,Spring2023,2023,"EL HAIMEUR, AMAL",1,183
Advanced Arabic II,ARAB 320,11:00,12:15 PM,Spring2023,2023,"Benbaba, Asmaa",1,184
Readings in Arabic II,ARAB 402,11:00,12:15 PM,Spring2023,2023,"Benbaba, Asmaa",1,185
Computer-Assistd Buildng Desgn,ARCE 217,06:00,07:15 PM,Spring2023,2023,"Khokher, Shawn",1,186
Computer-Assistd Buildng Desgn,ARCE 217,06:00,07:15 PM,Spring2023,2023,"Khokher, Shawn",1,186
Computer-Assistd Buildng Desgn,ARCE 217,11:00,12:15 PM,Spring2023,2023,"Striebel, John",1,186
Computer-Assistd Buildng Desgn,ARCE 217,11:00,12:15 PM,Spring2023,2023,"Striebel, John",1,186
Electric Circuits and Machines,ARCE 315,01:00,01:50 PM,Spring2023,2023,"Panethiere, Michael",1,187
Building Materials Science,ARCE 350,09:00,09:50 AM,Spring2023,2023,"O'Reilly, Matt",1,188
"Buildng Materils Science, Hnrs",ARCE 351,09:00,09:50 AM,Spring2023,2023,"O'Reilly, Matt",1,189
Special Problems,ARCE 390,APPT,,Spring2023,2023,"Cai, Hongyi",1,190
Special Problems,ARCE 390,APPT,,Spring2023,2023,"Ko, Chien-Ho",1,190
Special Problems,ARCE 390,APPT,,Spring2023,2023,"Lines, Brian",1,190
Special Problems,ARCE 390,APPT,,Spring2023,2023,"Medina, Mario",1,190
Special Problems,ARCE 390,APPT,,Spring2023,2023,"Panethiere, Michael",1,190
Special Problems,ARCE 390,APPT,,Spring2023,2023,"Tran, Dai",1,190
Architectural Acoustics,ARCE 620,06:00,08:30 PM,Spring2023,2023,"Pittman, Jason",1,191
Power Systems Engineering II,ARCE 641,12:00,12:50 PM,Spring2023,2023,"Panethiere, Michael",1,192
Power Systems Engineering II,ARCE 641,12:00,12:50 PM,Spring2023,2023,"Panethiere, Michael",1,192
Illumination Engineering,ARCE 650,09:00,09:50 AM,Spring2023,2023,"Cai, Hongyi",1,193
HVAC&R Systems Design,ARCE 661,11:00,11:50 AM,Spring2023,2023,"Yount, Tristan",1,194
HVAC&R Systems Design,ARCE 661,08:00,08:50 AM,Spring2023,2023,"Yount, Tristan",1,194
Fire Protection Engineering,ARCE 664,06:00,08:50 PM,Spring2023,2023,"Brooks, Benjamin",1,195
Fire Protection Engineering,ARCE 664,06:00,08:50 PM,Spring2023,2023,"Brooks, Benjamin",1,195
"HVAC&R Systems Design, Honors",ARCE 671,11:00,11:50 AM,Spring2023,2023,"Yount, Tristan",1,196
"HVAC&R Systems Design, Honors",ARCE 671,08:00,08:50 AM,Spring2023,2023,"Yount, Tristan",1,196
Special Problems,ARCE 690,APPT,,Spring2023,2023,"Cai, Hongyi",1,197
Special Problems,ARCE 690,12:00,12:00 PM,Spring2023,2023,"Ko, Chien-Ho",1,197
Special Problems,ARCE 690,APPT,,Spring2023,2023,"Lines, Brian",1,197
Special Problems,ARCE 690,APPT,,Spring2023,2023,"Medina, Mario",1,197
Special Problems,ARCE 690,APPT,,Spring2023,2023,"Panethiere, Michael",1,197
Special Problems,ARCE 690,APPT,,Spring2023,2023,"Tran, Dai",1,197
Honors Research,ARCE 691,APPT,,Spring2023,2023,"Cai, Hongyi",1,198
Honors Research,ARCE 691,APPT,,Spring2023,2023,"Lines, Brian",1,198
Honors Research,ARCE 691,APPT,,Spring2023,2023,"Medina, Mario",1,198
Honors Research,ARCE 691,APPT,,Spring2023,2023,"Panethiere, Michael",1,198
Honors Research,ARCE 691,APPT,,Spring2023,2023,"Tran, Dai",1,198
Comprehensive Design Project,ARCE 698,02:00,03:50 PM,Spring2023,2023,"Lines, Brian",1,199
Comprehensive Design Project,ARCE 698,02:00,03:50 PM,Spring2023,2023,"Panethiere, Michael; Cai, Hongyi",1,199
Comprehensive Design Project,ARCE 698,02:00,03:50 PM,Spring2023,2023,"Pittman, Jason",1,199
Architectural Foundations II,ARCH 101,08:30,11:50 AM,Spring2023,2023,"Harrington, Steven",1,200
Architectural Foundations II,ARCH 101,01:00,04:50 PM,Spring2023,2023,"Leon, Sienna",1,200
Architectural Foundations II,ARCH 101,01:00,04:50 PM,Spring2023,2023,"Harrington, Steven",1,200
Architectural Foundations II,ARCH 109,08:30,12:20 PM,Spring2023,2023,"Patterson, Anne",1,201
Architectural Foundations II,ARCH 109,08:30,12:20 PM,Spring2023,2023,"Leon, Sienna",1,201
Architectural Foundations II,ARCH 109,02:00,05:50 PM,Spring2023,2023,"Patterson, Anne",1,201
Architectural Foundations II,ARCH 109,02:00,05:50 PM,Spring2023,2023,"Allen, Thom",1,201
Architectural Foundations II,ARCH 109,08:30,12:20 PM,Spring2023,2023,"Aptilon, Alejandro",1,201
Architectural Foundations II,ARCH 109,02:00,05:50 PM,Spring2023,2023,"Aptilon, Alejandro",1,201
Architectural Foundations II,ARCH 109,08:30,12:20 PM,Spring2023,2023,"Allen, Thom",1,201
Introduction to Computing,ARCH 110,03:00,04:15 PM,Spring2023,2023,"Sheward, Hugo",1,202
"Sustainability, Site, &Context",ARCH 209,08:30,12:20 PM,Spring2023,2023,"Criss, Shannon",1,203
"Sustainability, Site, &Context",ARCH 209,01:30,05:20 PM,Spring2023,2023,"Remboldt, Marianne",1,203
"Sustainability, Site, &Context",ARCH 209,08:30,12:20 PM,Spring2023,2023,"Remboldt, Marianne",1,203
"Sustainability, Site, &Context",ARCH 209,08:30,12:20 PM,Spring2023,2023,"Sheward, Hugo",1,203
"Sustainability, Site, &Context",ARCH 209,08:30,12:20 PM,Spring2023,2023,"LHeureux, Marie Alice",1,203
"Sustainability, Site, &Context",ARCH 209,01:30,05:20 PM,Spring2023,2023,"Findley, Richard",1,203
"Sustainability, Site, &Context",ARCH 209,01:30,05:20 PM,Spring2023,2023,"Achelpohl, James",1,203
Special Problems,ARCH 359,APPT,,Spring2023,2023,"Rockhill, Dan",1,204
Special Problems,ARCH 359,APPT,,Spring2023,2023,"Padget, Steve",1,204
Architectural Foundations II,ARCH 502,08:30,12:20 PM,Spring2023,2023,"Aptilon, Alejandro",1,205
Sustainability and Context,ARCH 504,08:30,12:20 PM,Spring2023,2023,"Criss, Shannon",1,206
Material and Tectonics,ARCH 508,08:30,12:20 PM,Spring2023,2023,"Chang, Jae",1,207
Material and Tectonics,ARCH 508,08:30,12:20 PM,Spring2023,2023,"Achelpohl, James",1,207
Material and Tectonics,ARCH 508,01:30,05:20 PM,Spring2023,2023,"Gross, Bryan",1,207
Designbuild,ARCH 509,08:30,12:20 PM,Spring2023,2023,"Kraus, Chad",1,208
Designbuild,ARCH 509,08:30,12:20 PM,Spring2023,2023,"Gore, Nils",1,208
Designbuild,ARCH 509,01:30,05:20 PM,Spring2023,2023,"Hong, Tzu-Chieh",1,208
Architectural Detailing,ARCH 510,12:30,01:20 PM,Spring2023,2023,"Kraus, Chad",1,209
Architectural Detailing,ARCH 510,12:30,01:20 PM,Spring2023,2023,"Gore, Nils",1,209
Architectural Detailing,ARCH 510,12:30,01:20 PM,Spring2023,2023,"Hong, Tzu-Chieh",1,209
Portfolio Development,ARCH 516,05:30,08:20 PM,Spring2023,2023,"Tavio, Eddy",1,210
Architectural Acoustics,ARCH 520,06:00,08:30 PM,Spring2023,2023,"Pittman, Jason",1,211
Environmental Systems II,ARCH 531,09:30,10:45 AM,Spring2023,2023,"Chang, Jae",1,212
Glbl Hist Arch II:Ind Rev/Prsn,ARCH 541,02:30,03:45 PM,Spring2023,2023,"Karim, Farhan",1,213
Special Topcs in Architecture:,ARCH 600,02:30,05:00 PM,Spring2023,2023,"Thomas, Gregory",1,214
Special Topcs in Architecture:,ARCH 600,02:30,05:00 PM,Spring2023,2023,"Thomas, Gregory",1,214
Special Topcs in Architecture:,ARCH 600,08:30,11:10 AM,Spring2023,2023,"Huang, Thomas",1,214
Special Topcs in Architecture:,ARCH 600,APPT,,Spring2023,2023,"Kraus, Chad",1,214
Special Topcs in Architecture:,ARCH 600,01:30,03:15 PM,Spring2023,2023,"Patterson, Anne",1,214
Special Topcs in Architecture:,ARCH 600,06:00,08:30 PM,Spring2023,2023,"Pittman, Jason",1,214
Special Topcs in Architecture:,ARCH 600,09:00,10:15 AM,Spring2023,2023,"Aptilon, Alejandro",1,214
Special Topcs in Architecture:,ARCH 600,01:00,02:15 PM,Spring2023,2023,"Allen, Thom",1,214
Special Topcs in Architecture:,ARCH 600,07:00,10:00 PM,Spring2023,2023,"Allen, Thom",1,214
Special Topcs in Architecture:,ARCH 600,02:30,03:45 PM,Spring2023,2023,"McNair, Amy",1,214
Special Topcs in Architecture:,ARCH 600,02:30,03:45 PM,Spring2023,2023,"Marina, Areli",1,214
Special Topcs in Architecture:,ARCH 600,04:00,05:15 PM,Spring2023,2023,"McMurray, Bev",1,214
Special Topcs in Architecture:,ARCH 600,APPT,,Spring2023,2023,"Tavio, Eddy",1,214
Integrated Design,ARCH 609,08:30,12:20 PM,Spring2023,2023,"Vakil, Nilou",1,215
Integrated Design,ARCH 609,08:30,12:20 PM,Spring2023,2023,"Embers, Richard",1,215
Integrated Design,ARCH 609,08:30,12:20 PM,Spring2023,2023,"Trefrey, John",1,215
Integrated Design,ARCH 609,08:30,12:20 PM,Spring2023,2023,"Silva, Kapila",1,215
Integrated Design,ARCH 609,08:30,12:20 PM,Spring2023,2023,"Tavio, Eddy",1,215
Integrated Design,ARCH 609,08:30,12:20 PM,Spring2023,2023,"Padget, Steve",1,215
Integrated Design,ARCH 609,08:30,12:20 PM,Spring2023,2023,"Van de Riet, Amy",1,215
Integrated Dsgn Documentation,ARCH 610,01:00,03:30 PM,Spring2023,2023,"Vakil, Nilou",1,216
Integrated Dsgn Documentation,ARCH 610,01:30,04:00 PM,Spring2023,2023,"Embers, Richard",1,216
Integrated Dsgn Documentation,ARCH 610,01:00,04:00 PM,Spring2023,2023,"Trefrey, John",1,216
Integrated Dsgn Documentation,ARCH 610,01:30,04:00 PM,Spring2023,2023,"Silva, Kapila",1,216
Integrated Dsgn Documentation,ARCH 610,01:30,04:00 PM,Spring2023,2023,"Tavio, Eddy",1,216
Integrated Dsgn Documentation,ARCH 610,01:30,04:00 PM,Spring2023,2023,"Padget, Steve",1,216
Integrated Dsgn Documentation,ARCH 610,01:30,04:00 PM,Spring2023,2023,"Van de Riet, Amy",1,216
Theory of Urban Design,ARCH 620,09:30,10:45 AM,Spring2023,2023,"Moddrell, Andrew",1,217
Building Practicum,ARCH 623,07:00,09:50 PM,Spring2023,2023,"Rockhill, Dan",1,218
Structures II,ARCH 624,05:30,08:20 PM,Spring2023,2023,"Hascall, Jason",1,219
Bldg Techn II:Cultr Bldg Techn,ARCH 627,04:00,05:15 PM,Spring2023,2023,"Sain, David",1,220
Theory of Architecture,ARCH 630,02:30,03:45 PM,Spring2023,2023,"Trefrey, John",1,221
Historic Preservation Planning,ARCH 648,07:00,09:30 PM,Spring2023,2023,"Lawless, Julie",1,222
Historic Preservation Planning,ARCH 648,07:00,09:30 PM,Spring2023,2023,"Lawless, Julie",1,222
HIstoric Preservation Tech,ARCH 649,06:00,08:50 PM,Spring2023,2023,"Van de Riet, Amy",1,223
Architecture Study Abroad,ARCH 690,APPT,,Spring2023,2023,"Chang, Jae; Silva, Kapila",1,224
Architecture Practicum,ARCH 691,APPT,,Spring2023,2023,"Chang, Jae",1,225
Documentation,ARCH 692,APPT,,Spring2023,2023,"Chang, Jae; Silva, Kapila",1,226
Internship Documentation,ARCH 695,APPT,,Spring2023,2023,"LHeureux, Marie Alice",1,227
Introd to Military Science II,ARMY 102,09:00,09:50 AM,Spring2023,2023,"Kramer, Zachary",1,228
Introd to Military Science II,ARMY 102,02:00,02:50 PM,Spring2023,2023,"Kramer, Zachary",1,228
Introd to Military Science II,ARMY 102,APPT,,Spring2023,2023,"Kramer, Zachary",1,228
Introd to Military Science II,ARMY 102,03:00,04:50 PM,Spring2023,2023,"Geery, Joshua",1,228
Introd to Military Science II,ARMY 102,03:00,04:50 PM,Spring2023,2023,"Geery, Joshua",1,228
Introd to Military Science II,ARMY 102,APPT,,Spring2023,2023,"Kramer, Zachary",1,228
Basic Military Science II,ARMY 202,10:00,10:50 AM,Spring2023,2023,"Emery, Travis",1,229
Basic Military Science II,ARMY 202,12:00,12:50 PM,Spring2023,2023,"Emery, Travis",1,229
Basic Military Science II,ARMY 202,APPT,,Spring2023,2023,"Emery, Travis",1,229
Basic Military Science II,ARMY 202,03:00,04:50 PM,Spring2023,2023,"Geery, Joshua",1,229
Basic Military Science II,ARMY 202,03:00,04:50 PM,Spring2023,2023,"Geery, Joshua",1,229
Basic Military Science II,ARMY 202,10:00,10:50 AM,Spring2023,2023,"Emery, Travis",1,229
Thry&Dynmc Tacticl Operatns II,ARMY 302,01:00,02:50 PM,Spring2023,2023,"Geery, Joshua",1,230
Thry&Dynmc Tacticl Operatns II,ARMY 302,10:00,11:50 AM,Spring2023,2023,"Geery, Joshua",1,230
Thry&Dynmc Tacticl Operatns II,ARMY 302,APPT,,Spring2023,2023,"Geery, Joshua",1,230
Thry&Dynmc Tacticl Operatns II,ARMY 302,03:00,04:50 PM,Spring2023,2023,"Geery, Joshua",1,230
Thry&Dynmc Tacticl Operatns II,ARMY 302,03:00,04:50 PM,Spring2023,2023,"Geery, Joshua",1,230
Thry&Dynmc Tacticl Operatns II,ARMY 302,11:00,11:50 AM,Spring2023,2023,"Geery, Joshua",1,230
Military Conditioning,ARMY 303,11:00,11:50 AM,Spring2023,2023,"Geery, Joshua",1,231
Military Conditioning,ARMY 303,06:00,07:20 AM,Spring2023,2023,"Geery, Joshua",1,231
Military Conditioning,ARMY 303,11:00,11:50 AM,Spring2023,2023,"Geery, Joshua",1,231
The Military Profession,ARMY 402,10:00,11:50 AM,Spring2023,2023,"Finch, John",1,232
The Military Profession,ARMY 402,12:00,01:50 PM,Spring2023,2023,"Finch, John",1,232
The Military Profession,ARMY 402,APPT,,Spring2023,2023,"Finch, John",1,232
The Military Profession,ARMY 402,03:00,04:50 PM,Spring2023,2023,"Finch, John",1,232
The Military Profession,ARMY 402,03:00,04:50 PM,Spring2023,2023,"Finch, John",1,232
The Military Profession,ARMY 402,12:00,02:30 PM,Spring2023,2023,"Finch, John",1,232
Military Analysis,ARMY 450,APPT,,Spring2023,2023,"Jimenez, Kassondra",1,233
Military Analysis,ARMY 450,APPT,,Spring2023,2023,"Jimenez, Kassondra",1,233
Military Analysis,ARMY 450,01:00,01:50 PM,Spring2023,2023,"Jimenez, Kassondra",1,233
Drawing I,ART 101,08:30,11:20 AM,Spring2023,2023,"Peace, Dillen",1,234
Drawing I,ART 101,02:30,05:20 PM,Spring2023,2023,"Olejniczak, Christine",1,234
Drawing I,ART 101,05:30,08:20 PM,Spring2023,2023,"Goll, Sadie",1,234
Drawing I,ART 101,02:30,05:20 PM,Spring2023,2023,"Hawkins, Brian",1,234
Drawing II,ART 102,11:30,02:20 PM,Spring2023,2023,"Ramirez, Dani",1,235
Drawing II,ART 102,08:30,11:20 AM,Spring2023,2023,"Krueger, Michael",1,235
Drawing II,ART 102,11:30,02:20 PM,Spring2023,2023,"Krueger, Michael",1,235
Art Concepts and Practice,ART 103,11:30,02:20 PM,Spring2023,2023,"Shell, Marissa",1,236
Art Concepts and Practice,ART 103,11:30,02:20 PM,Spring2023,2023,"Jordan, Luke",1,236
Fundamentals of Painting,ART 120,11:30,02:20 PM,Spring2023,2023,"Lindo, Hannah",1,237
Fundamentals of Painting,ART 120,02:30,05:20 PM,Spring2023,2023,"Akers, Norman",1,237
Fundamentals of Painting,ART 120,11:30,02:20 PM,Spring2023,2023,"Reed, SK",1,237
Fundamentals of Painting,ART 120,02:30,05:20 PM,Spring2023,2023,"Belangee, Jessica",1,237
Fundamentals of Printmaking,ART 121,11:30,02:20 PM,Spring2023,2023,"Honda, Tiana",1,238
