full_name,abbr_name,start_time,end_time,semester,year,prof,school,course
Organic Chemistry I,CHEM 330,08:00,10:00 PM,Fall2023,2023,"Malinakova, Helena C",1,523
Organic Chemistry I,CHEM 330,08:00,10:00 PM,Fall2023,2023,"Malinakova, Helena C",1,523
Organic Chemistry I,CHEM 330,08:00,10:00 PM,Fall2023,2023,"Malinakova, Helena C",1,523
Organic Chemistry I,CHEM 330,08:00,10:00 PM,Fall2023,2023,"Malinakova, Helena C",1,523
Organic Chemistry I,CHEM 330,01:00,01:50 PM,Fall2023,2023,"Benson, David; Garg, Gaurav",1,523
Organic Chemistry I,CHEM 330,08:00,10:00 PM,Fall2023,2023,"Benson, David; Garg, Gaurav",1,523
Organic Chemistry I,CHEM 330,08:00,10:00 PM,Fall2023,2023,"Benson, David; Garg, Gaurav",1,523
Organic Chemistry I,CHEM 330,08:00,10:00 PM,Fall2023,2023,"Benson, David; Garg, Gaurav",1,523
Organic Chemistry I,CHEM 330,08:00,10:00 PM,Fall2023,2023,"Benson, David; Garg, Gaurav",1,523
Organic Chemistry I Laboratory,CHEM 331,08:00,12:50 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,08:00,12:50 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,08:00,12:50 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,08:00,12:50 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,08:00,12:50 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,08:00,12:50 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,01:30,06:20 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,01:30,06:20 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,01:30,06:20 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,01:30,06:20 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,01:30,06:20 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,01:30,06:20 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,01:30,06:20 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,01:30,06:20 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,01:30,06:20 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,01:30,06:20 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,08:00,12:50 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,08:00,12:50 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,08:00,12:50 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,08:00,12:50 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,08:00,12:50 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,08:00,12:50 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,01:30,06:20 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,01:30,06:20 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,01:30,06:20 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,01:30,06:20 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,01:30,06:20 PM,Fall2023,2023,,1,524
Organic Chemistry I Laboratory,CHEM 331,01:30,06:20 PM,Fall2023,2023,,1,524
"Organic Chemistry I, Honors",CHEM 380,11:00,11:50 AM,Fall2023,2023,"Tunge, Jon",1,525
"Topics in Chemistry, Honors:",CHEM 390,11:00,12:15 PM,Fall2023,2023,"Barybin, Mikhail",1,526
Analytical Chemistry,CHEM 400,11:00,11:50 AM,Fall2023,2023,"Hartley, Meredith",1,527
Analytical Chemistry Labratory,CHEM 401,08:00,08:50 AM,Fall2023,2023,,1,528
Analytical Chemistry Labratory,CHEM 401,08:00,11:50 AM,Fall2023,2023,"Witte, Travis",1,528
Analytical Chemistry Labratory,CHEM 401,01:00,04:50 PM,Fall2023,2023,"Witte, Travis",1,528
Analytical Chemistry Labratory,CHEM 401,01:00,04:50 PM,Fall2023,2023,"Witte, Travis",1,528
Analytical Chemistry Labratory,CHEM 401,08:00,11:50 AM,Fall2023,2023,"Witte, Travis",1,528
Analytical Chemistry Labratory,CHEM 401,01:00,04:50 PM,Fall2023,2023,"Witte, Travis",1,528
Analytical Chemistry Labratory,CHEM 401,01:00,04:50 PM,Fall2023,2023,"Witte, Travis",1,528
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Barybin, Mikhail",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Benson, David",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Berrie, Cindy",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Blakemore, James",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Bowman-James, Kristin",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Caricato, Marco",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Desaire, Heather",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Dunn, Robert",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Elles, Christopher",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Farber, Rachael",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Hanson, Paul",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Jackson, Timothy",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Johnson, Carey",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Johnson, Michael",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Kuczera, Krzysztof",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Laird, Brian",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Lunte, Susan",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Malinakova, Helena C",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Mure, Minae",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Rubin, Michael",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Soper, Steven",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Thompson, Ward",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Tunge, Jon",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Weis, David",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Whelan, Rebecca",1,529
Undergraduate Research,CHEM 498,APPT,,Fall2023,2023,"Hartley, Meredith",1,529
Biological Physical Chemistry,CHEM 510,09:00,09:50 AM,Fall2023,2023,"Kuczera, Krzysztof",1,530
Biolgcl Physcl Chem with Lab,CHEM 520,09:00,09:50 AM,Fall2023,2023,"Kuczera, Krzysztof",1,531
Biolgcl Physcl Chem with Lab,CHEM 520,01:00,04:50 PM,Fall2023,2023,"Kuczera, Krzysztof; Witte, Travis",1,531
Biolgcl Physcl Chem with Lab,CHEM 520,12:30,04:20 PM,Fall2023,2023,"Kuczera, Krzysztof; Witte, Travis",1,531
Physical Chemistry for Engners,CHEM 525,10:00,10:50 AM,Fall2023,2023,"Elles, Christopher",1,532
Physical Chemistry for Engners,CHEM 525,08:00,10:00 PM,Fall2023,2023,"Elles, Christopher",1,532
Physical Chemistry for Engners,CHEM 525,08:00,10:00 PM,Fall2023,2023,"Elles, Christopher",1,532
Physical Chemistry for Engners,CHEM 525,08:00,10:00 PM,Fall2023,2023,"Elles, Christopher",1,532
Physical Chemistry I,CHEM 530,11:00,12:15 PM,Fall2023,2023,"Berrie, Cindy",1,533
Physical Chemistry I,CHEM 530,08:00,10:00 PM,Fall2023,2023,"Berrie, Cindy",1,533
Physical Chemistry I,CHEM 530,08:00,10:00 PM,Fall2023,2023,"Berrie, Cindy",1,533
Physical Chemistry I,CHEM 530,02:00,02:50 PM,Fall2023,2023,"Berrie, Cindy",1,533
Intro to Chemical Biology,CHEM 560,12:00,12:50 PM,Fall2023,2023,"Mure, Minae",1,534
Systematic Inorganic Chemistry,CHEM 660,09:00,09:50 AM,Fall2023,2023,"Blakemore, James",1,535
Systematic Inorganic Chemistry,CHEM 660,05:50,07:50 PM,Fall2023,2023,"Blakemore, James",1,535
Systematic Inorganic Chemistry,CHEM 660,05:50,07:50 PM,Fall2023,2023,"Blakemore, James",1,535
Systematic Inorganic Chemistry,CHEM 660,05:50,07:50 PM,Fall2023,2023,"Blakemore, James",1,535
Seminar II,CHEM 695,12:30,01:45 PM,Fall2023,2023,"Benson, David",1,536
Undergrad Capstone Research,CHEM 698,APPT,,Fall2023,2023,"Barybin, Mikhail",1,537
Undergrad Capstone Research,CHEM 698,APPT,,Fall2023,2023,"Berrie, Cindy",1,537
Undergrad Capstone Research,CHEM 698,APPT,,Fall2023,2023,"Blakemore, James",1,537
Undergrad Capstone Research,CHEM 698,APPT,,Fall2023,2023,"Caricato, Marco",1,537
Undergrad Capstone Research,CHEM 698,APPT,,Fall2023,2023,"Dunn, Robert",1,537
Undergrad Capstone Research,CHEM 698,APPT,,Fall2023,2023,"Elles, Christopher",1,537
Undergrad Capstone Research,CHEM 698,APPT,,Fall2023,2023,"Farber, Rachael",1,537
Undergrad Capstone Research,CHEM 698,APPT,,Fall2023,2023,"Hartley, Meredith",1,537
Undergrad Capstone Research,CHEM 698,APPT,,Fall2023,2023,"Holmstrom, Erik",1,537
Undergrad Capstone Research,CHEM 698,APPT,,Fall2023,2023,"Jackson, Timothy",1,537
Undergrad Capstone Research,CHEM 698,APPT,,Fall2023,2023,"Johnson, Carey",1,537
Undergrad Capstone Research,CHEM 698,APPT,,Fall2023,2023,"Laird, Brian",1,537
Undergrad Capstone Research,CHEM 698,APPT,,Fall2023,2023,"Lunte, Susan",1,537
Undergrad Capstone Research,CHEM 698,APPT,,Fall2023,2023,"Mure, Minae",1,537
Undergrad Capstone Research,CHEM 698,APPT,,Fall2023,2023,"Soper, Steven",1,537
Undergrad Capstone Research,CHEM 698,APPT,,Fall2023,2023,"Teator, Aaron",1,537
Undergrad Capstone Research,CHEM 698,APPT,,Fall2023,2023,"Thompson, Ward",1,537
Undergrad Capstone Research,CHEM 698,APPT,,Fall2023,2023,"Tunge, Jon",1,537
Undergrad Capstone Research,CHEM 698,APPT,,Fall2023,2023,"Wang, Michael Zhuo",1,537
Undergrad Capstone Research,CHEM 698,APPT,,Fall2023,2023,"Whelan, Rebecca",1,537
Undergraduate Honors Research,CHEM 699,APPT,,Fall2023,2023,"Blakemore, James",1,538
Undergraduate Honors Research,CHEM 699,APPT,,Fall2023,2023,"Blakemore, James",1,538
Undergraduate Honors Research,CHEM 699,APPT,,Fall2023,2023,"Lunte, Susan",1,538
Undergraduate Honors Research,CHEM 699,APPT,,Fall2023,2023,"Soper, Steven",1,538
Elementary Chinese I,CHIN 104,09:30,10:45 AM,Fall2023,2023,"Pan, Yue",1,539
Elementary Chinese I,CHIN 104,11:00,12:15 PM,Fall2023,2023,"Li, Yan",1,539
Elementary Chinese I,CHIN 104,10:00,10:50 AM,Fall2023,2023,"Wu, Jiwei",1,539
Elementary Chinese I,CHIN 104,11:00,11:50 AM,Fall2023,2023,"Wang, Hui",1,539
Elementary Chinese I,CHIN 104,12:00,12:50 PM,Fall2023,2023,"Wu, Jiwei",1,539
Intermediate Chinese I,CHIN 204,11:00,12:15 PM,Fall2023,2023,"Pan, Yue",1,540
Intermediate Chinese I,CHIN 204,01:00,02:15 PM,Fall2023,2023,"Liu, Chang",1,540
Intermediate Chinese I,CHIN 204,09:00,09:50 AM,Fall2023,2023,"Wang, Hui",1,540
Intermediate Chinese I,CHIN 204,10:00,10:50 AM,Fall2023,2023,"Liu, Yishun",1,540
Intro to Classical Chinese,CHIN 342,09:00,09:50 AM,Fall2023,2023,"Williams, Crispin",1,541
Directed Readings in Chinese,CHIN 498,APPT,,Fall2023,2023,"McMahon, Keith",1,542
Directed Readings in Chinese,CHIN 498,APPT,,Fall2023,2023,"Williams, Crispin",1,542
Advanced Modern Chinese I,CHIN 504,11:00,11:50 AM,Fall2023,2023,"McMahon, Keith",1,543
Advanced Modern Chinese I,CHIN 504,11:00,12:15 PM,Fall2023,2023,"Liu, Chang",1,543
Introdn to Classical Chinese,CHIN 542,09:00,09:50 AM,Fall2023,2023,"Williams, Crispin",1,544
Modern Chinese Texts I,CHIN 562,01:00,02:15 PM,Fall2023,2023,"Li, Yan",1,545
Oread Singers,CHOR 412,06:00,08:30 PM,Fall2023,2023,"Stenson, McKenna",1,546
University Singers,CHOR 414,10:00,10:50 AM,Fall2023,2023,"Grady, Melissa",1,547
KU Glee,CHOR 418,03:30,04:50 PM,Fall2023,2023,"Stenson, McKenna",1,548
Chamber Choir,CHOR 442,01:00,02:50 PM,Fall2023,2023,"Garcia-Novelli, Eduardo",1,549
KU Treble Choir,CHOR 446,11:00,11:50 AM,Fall2023,2023,"Garcia-Novelli, Eduardo",1,550
Church Music Practicum,CHUR 320,APPT,,Fall2023,2023,"Schmidt, Benton",1,551
Bales Chorale,CHUR 422,03:00,03:50 PM,Fall2023,2023,"Bauer, Michael; Hamilton, Logan",1,552
Clarinet,CLAR 100,APPT,,Fall2023,2023,"Galbreath, Richard",1,553
Clarinet,CLAR 100,APPT,,Fall2023,2023,"McDonald, Aaron",1,553
Clarinet,CLAR 121,APPT,,Fall2023,2023,"Galbreath, Richard",1,554
Clarinet,CLAR 121,APPT,,Fall2023,2023,"McDonald, Aaron",1,554
Clarinet,CLAR 121,APPT,,Fall2023,2023,"Zelnick, Stephanie",1,554
Clarinet,CLAR 121,01:00,01:50 PM,Fall2023,2023,"Zelnick, Stephanie",1,554
Clarinet,CLAR 221,APPT,,Fall2023,2023,"Galbreath, Richard",1,555
Clarinet,CLAR 221,APPT,,Fall2023,2023,"McDonald, Aaron",1,555
Clarinet,CLAR 221,APPT,,Fall2023,2023,"Zelnick, Stephanie",1,555
Clarinet,CLAR 221,APPT,,Fall2023,2023,"Harbaugh, Justin",1,555
Clarinet,CLAR 221,01:00,01:50 PM,Fall2023,2023,"Zelnick, Stephanie",1,555
Clarinet,CLAR 300,APPT,,Fall2023,2023,"Galbreath, Richard",1,556
Clarinet,CLAR 300,APPT,,Fall2023,2023,"McDonald, Aaron",1,556
Clarinet,CLAR 321,APPT,,Fall2023,2023,"Galbreath, Richard",1,557
Clarinet,CLAR 321,APPT,,Fall2023,2023,"McDonald, Aaron",1,557
Clarinet,CLAR 321,APPT,,Fall2023,2023,"Zelnick, Stephanie",1,557
Clarinet,CLAR 321,APPT,,Fall2023,2023,"Harbaugh, Justin",1,557
Clarinet,CLAR 321,01:00,01:50 PM,Fall2023,2023,"Zelnick, Stephanie",1,557
Clarinet,CLAR 421,APPT,,Fall2023,2023,"Galbreath, Richard",1,558
Clarinet,CLAR 421,APPT,,Fall2023,2023,"McDonald, Aaron",1,558
Clarinet,CLAR 421,APPT,,Fall2023,2023,"Zelnick, Stephanie",1,558
Clarinet,CLAR 421,APPT,,Fall2023,2023,"Harbaugh, Justin",1,558
Clarinet,CLAR 421,01:00,01:50 PM,Fall2023,2023,"Zelnick, Stephanie",1,558
Clarinet,CLAR 422,APPT,,Fall2023,2023,"Galbreath, Richard",1,559
Clarinet,CLAR 422,APPT,,Fall2023,2023,"McDonald, Aaron",1,559
Clarinet,CLAR 422,APPT,,Fall2023,2023,"Zelnick, Stephanie",1,559
Clarinet,CLAR 422,APPT,,Fall2023,2023,"Harbaugh, Justin",1,559
Clarinet,CLAR 422,01:00,01:50 PM,Fall2023,2023,"Zelnick, Stephanie",1,559
Clarinet,CLAR 622,APPT,,Fall2023,2023,"Zelnick, Stephanie",1,560
Clarinet,CLAR 622,01:00,01:50 PM,Fall2023,2023,"Zelnick, Stephanie",1,560
Senior Recital,CLAR 623,APPT,,Fall2023,2023,"Zelnick, Stephanie",1,561
Intro Clin Lab Sci,CLS 210,03:00,03:50 PM,Fall2023,2023,"Elsinghorst, Eric",1,562
Phlebotomy,CLS 520,09:00,11:50 AM,Fall2023,2023,"Edwardson, Kasey",1,563
Hematology I,CLS 536,10:30,11:50 AM,Fall2023,2023,"Hodgkins, Susan",1,564
Hematology I Lab,CLS 537,09:00,12:00 PM,Fall2023,2023,"Jones, Jennifer",1,565
Hematology I Lab,CLS 537,12:30,01:30 PM,Fall2023,2023,"Jones, Jennifer",1,565
Hematology I Lab,CLS 537,01:00,04:00 PM,Fall2023,2023,"Jones, Jennifer",1,565
Hematology I Lab,CLS 537,12:30,01:30 PM,Fall2023,2023,"Jones, Jennifer",1,565
Immunology,CLS 538,08:30,09:50 AM,Fall2023,2023,"Nunez-Argote, Letycia",1,566
Fund and Clinical Immuno Lab,CLS 539,01:30,03:20 PM,Fall2023,2023,"Carpenter, Alexis",1,567
Fund and Clinical Immuno Lab,CLS 539,01:00,03:30 PM,Fall2023,2023,"Carpenter, Alexis",1,567
Fund and Clinical Immuno Lab,CLS 539,01:30,03:20 PM,Fall2023,2023,"Carpenter, Alexis",1,567
Fund and Clinical Immuno Lab,CLS 539,09:00,11:30 AM,Fall2023,2023,"Carpenter, Alexis",1,567
Clin Chemistry II,CLS 540,12:00,02:20 PM,Fall2023,2023,"Wang, Wenfang",1,568
Professional Development,CLS 541,08:30,11:00 AM,Fall2023,2023,"Jones, Jennifer; Ade, Leah",1,569
Clin Microbiology II,CLS 542,09:00,10:50 AM,Fall2023,2023,"Jones, Andrew",1,570
Clin Microbiology II,CLS 542,02:30,03:50 PM,Fall2023,2023,"Jones, Andrew",1,570
Clin Microbiology II Lab,CLS 543,09:00,11:00 AM,Fall2023,2023,"Jones, Andrew",1,571
Clin Microbiology II Lab,CLS 543,01:30,03:30 PM,Fall2023,2023,"Jones, Andrew",1,571
Clin Microbiology II Lab,CLS 543,02:30,04:30 PM,Fall2023,2023,"Jones, Andrew",1,571
Immunohematology I,CLS 544,12:00,01:50 PM,Fall2023,2023,"Zheng, Yan",1,572
Imunhematolgy I Lb,CLS 545,11:30,12:20 PM,Fall2023,2023,"Ade, Leah",1,573
Imunhematolgy I Lb,CLS 545,08:30,12:30 PM,Fall2023,2023,"Ade, Leah",1,573
Imunhematolgy I Lb,CLS 545,02:00,06:00 PM,Fall2023,2023,"Ade, Leah",1,573
Imunhematolgy I Lb,CLS 545,11:30,12:20 PM,Fall2023,2023,"Ade, Leah",1,573
Introductory Biochemistry,CLS 600,01:00,02:50 PM,Fall2023,2023,"Wang, Wenfang",1,574
Introductory Biochemistry,CLS 600,02:00,02:50 PM,Fall2023,2023,"Wang, Wenfang",1,574
Intro to Adv Biotech Lecture,CLS 608,09:00,01:00 PM,Fall2023,2023,"Elsinghorst, Eric",1,575
Intro Adv Biotech Laboratory,CLS 609,09:00,04:00 PM,Fall2023,2023,"Elsinghorst, Eric",1,576
Clinical Competency Review,CLS 638,09:00,05:00 PM,Fall2023,2023,"Jones, Jennifer; Elsinghorst, Eric; Jones, Andrew; Wang, Wenfang; Ade, Leah; Zheng, Yan",1,577
Urinalysis,CLS 639,APPT,,Fall2023,2023,"Ade, Leah",1,578
Clin Chem III & Immunology II,CLS 640,APPT,,Fall2023,2023,"Wang, Wenfang; Ade, Leah",1,579
Clin Chem & Immun Prac,CLS 641,APPT,,Fall2023,2023,"Wang, Wenfang; Ade, Leah",1,580
Clin Micro IIl,CLS 642,APPT,,Fall2023,2023,"Carpenter, Alexis",1,581
Clin Micro Pract,CLS 643,APPT,,Fall2023,2023,"Jones, Andrew",1,582
Immunohematology II,CLS 644,APPT,,Fall2023,2023,"Zheng, Yan",1,583
Immunhemo Prac,CLS 645,APPT,,Fall2023,2023,"Zheng, Yan",1,584
Hematology III,CLS 646,APPT,,Fall2023,2023,"Jones, Jennifer",1,585
Hematology Pract,CLS 647,APPT,,Fall2023,2023,"Jones, Jennifer",1,586
Clinical Lab Science Review,CLS 650,APPT,,Fall2023,2023,"Elsinghorst, Eric",1,587
Special Topics,CLS 690,APPT,,Fall2023,2023,"Elsinghorst, Eric",1,588
Introduction to Roman History,CLSX 106,09:00,09:50 AM,Fall2023,2023,"Fugate, Aaron",1,589
Greek and Roman Mythology,CLSX 148,11:00,11:50 AM,Fall2023,2023,"Welch, Tara",1,590
Greek and Roman Mythology,CLSX 148,09:00,09:50 AM,Fall2023,2023,,1,590
Greek and Roman Mythology,CLSX 148,05:00,05:50 PM,Fall2023,2023,,1,590
Greek and Roman Mythology,CLSX 148,03:00,03:50 PM,Fall2023,2023,,1,590
Greek and Roman Mythology,CLSX 148,03:00,03:50 PM,Fall2023,2023,,1,590
Greek and Roman Mythology,CLSX 148,02:00,02:50 PM,Fall2023,2023,,1,590
Greek and Roman Mythology,CLSX 148,01:00,01:50 PM,Fall2023,2023,,1,590
Greek and Roman Mythology,CLSX 148,11:00,11:50 AM,Fall2023,2023,,1,590
Greek and Roman Mythology,CLSX 148,11:00,11:50 AM,Fall2023,2023,,1,590
Greek and Roman Mythology,CLSX 148,10:00,10:50 AM,Fall2023,2023,,1,590
Intro to Grk&Romn Archaeology,CLSX 151,01:00,01:50 PM,Fall2023,2023,"Bruce, William",1,591
Ancient Epic Tales,CLSX 168,12:00,12:50 PM,Fall2023,2023,,1,592
Greek Culture and Civilization,CLSX 230,09:00,09:50 AM,Fall2023,2023,,1,593
Greek and Roman Art,CLSX 305,APPT,,Fall2023,2023,"Stinson, Philip",1,594
Greek Archaeology and Art,CLSX 326,09:30,10:45 AM,Fall2023,2023,"Bruce, William",1,595
Roman Archaeology and Art,CLSX 327,09:30,10:45 AM,Fall2023,2023,"Stinson, Philip",1,596
"Greek Culture&Civilizatn, Hnrs",CLSX 330,09:00,09:50 AM,Fall2023,2023,,1,597
Medical Termnlgy:Grk&Lat Roots,CLSX 332,APPT,,Fall2023,2023,,1,598
"Intro Grk&Rom Archaeology,Hnrs",CLSX 351,01:00,01:50 PM,Fall2023,2023,"Bruce, William",1,599
Studies in:,CLSX 375,APPT,,Fall2023,2023,"Bruce, William",1,600
Studies in:,CLSX 375,12:00,12:50 PM,Fall2023,2023,,1,600
Ethics in Greek Tragedy,CLSX 384,11:00,11:50 AM,Fall2023,2023,"Donnelly, Rachel",1,601
Honrs Essay in Clscl Antiquity,CLSX 496,APPT,,Fall2023,2023,,1,602
Greek Archaeology and Art,CLSX 526,09:30,10:45 AM,Fall2023,2023,"Bruce, William",1,603
Roman Archaeology and Art,CLSX 527,09:30,10:45 AM,Fall2023,2023,"Stinson, Philip",1,604
Construction Project Managemnt,CMGT 457,12:00,12:50 PM,Fall2023,2023,"Lines, Brian",1,605
Speaker-Audience Communication,COMS 130,08:00,08:50 AM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,08:00,09:15 AM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,08:00,09:15 AM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,09:00,09:50 AM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,09:00,09:50 AM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,09:00,09:50 AM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,09:30,10:45 AM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,09:30,10:45 AM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,09:30,10:45 AM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,09:30,10:45 AM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,10:00,10:50 AM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,10:00,10:50 AM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,10:00,10:50 AM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,10:00,10:50 AM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,11:00,11:50 AM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,11:00,11:50 AM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,11:00,11:50 AM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,11:00,11:50 AM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,11:00,12:15 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,11:00,12:15 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,11:00,12:15 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,11:00,12:15 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,12:00,12:50 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,12:00,12:50 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,12:00,12:50 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,01:00,01:50 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,01:00,01:50 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,01:00,01:50 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,01:00,02:15 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,01:00,02:15 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,01:00,02:15 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,01:00,02:15 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,02:00,02:50 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,02:00,02:50 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,02:00,02:50 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,02:30,03:45 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,02:30,03:45 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,02:30,03:45 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,04:00,05:15 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,03:00,03:50 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,03:00,03:50 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,04:00,04:50 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,05:00,05:50 PM,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,APPT,,Fall2023,2023,"Kretsinger-Harries, Anne",1,606
Speaker-Audience Communication,COMS 130,APPT,,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,APPT,,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,APPT,,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,APPT,,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,APPT,,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,APPT,,Fall2023,2023,,1,606
Speaker-Audience Communication,COMS 130,APPT,,Fall2023,2023,"Mapes, Margarethe",1,606
Speaker-Audience Communication,COMS 130,APPT,,Fall2023,2023,"Mapes, Margarethe",1,606
"Speaker-Audience Communicatn,H",COMS 131,03:00,04:15 PM,Fall2023,2023,,1,607
"Speaker-Audience Communicatn,H",COMS 131,11:00,12:15 PM,Fall2023,2023,"Mapes, Margarethe",1,607
"Speaker-Audience Communicatn,H",COMS 131,02:30,03:45 PM,Fall2023,2023,,1,607
